省份,地区,学校名称,类型,电话,邮编,地址
北京,北京市密云县,密云县卫生局幼儿园,幼儿园,,101500,北京市密云县西鱼市口
北京,北京市密云县,密云县供销合作社联合社幼儿园,幼儿园,,101500,北京市密云县马连胡同
北京,北京市密云县,农机局幼儿园,幼儿园,,101500,北京市密云县玉皇庙
北京,北京市密云县,密云县机关幼儿园,幼儿园,,101500,北京市密云县东大街
北京,北京市平谷区,平谷区第五幼儿园,幼儿园,6995601,101200,北京市平谷区兴谷园小区甲５号
北京,北京市平谷区,平谷县欣芽幼儿园,幼儿园,,101200,北京市平谷县建设南街
北京,北京市平谷区,北京市平谷县第三幼儿园,幼儿园,,101200,北京市平谷县滨河
北京,北京市平谷区,平谷县第四幼儿园,幼儿园,,101200,北京市平谷县金乡小区42号
北京,北京市平谷区,平谷县第二幼儿园,幼儿园,,101200,北京市平谷县幸福小区12号
北京,北京市平谷区,平谷县幼儿园,幼儿园,,101200,北京市平谷县幸福小区13号
北京,北京市石景山区,地铁古城车辆幼儿园,幼儿园,6887339,,石景山区杨庄地铁
北京,北京市石景山区,石景山发电厂幼儿园,幼儿园,8891115,,石景山区广宁村
北京,北京市石景山区,北京市石景山区古城街道幼儿园,幼儿园,,100043,北京市石景山区古城
北京,北京市石景山区,北京市石景山区古城地区民族幼儿园,幼儿园,,100043,北京市石景山区古城西路
北京,北京市石景山区,北方工业大学幼儿园,幼儿园,,100041,北京市石景山区西黄村
北京,北京市石景山区,北京市石景山区第二幼儿园,幼儿园,,100043,北京市石景山区八角南路东街
北京,北京市石景山区,北京市石景山区幼儿师范学校,幼儿园,,100041,北京市石景山区苹果园七区
北京,北京市石景山区,北京市石景山区师范附属幼儿园,幼儿园,,100039,北京市石景山区永乐小区
北京,北京市石景山区,北京市石景山区幼儿园,幼儿园,,100043,北京市石景山区古城南里
北京,北京市石景山区,石景山区石景山第三幼儿园,幼儿园,010-88792445,,八大处高科技发展园区
北京,北京市石景山区,石景山区北京军区政治部幼儿园,幼儿园,66399547,,北京市石景山区八大处甲1号军区政治部幼儿园
北京,北京市石景山区,石景山区石景山实验幼儿园,幼儿园,010-68874902,,石景山区古城南里
北京,北京市石景山区,首钢六幼,幼儿园,6887287,,石景山区苹果园四区
北京,北京市顺义区,顺义县南彩镇中心幼儿园,幼儿园,,101300,北京市顺义县南彩
北京,北京市顺义区,李遂镇中心幼儿园,幼儿园,,,北京市 北京市区 顺义区 : 顺义区李遂镇
北京,北京市顺义区,顺义县大孙各庄镇中心幼儿园,幼儿园,,101308,北京市顺义县大孙各庄
北京,北京市顺义区,北京市顺义区仁和幼儿园,幼儿园,8944606,,
北京,北京市顺义区,顺义区幸福幼儿园,幼儿园,0106942,,
北京,北京市顺义区,高丽营镇中心幼儿园,幼儿园,,101303,北京市顺义县四村
北京,北京市顺义区,顺义县尹家府中心幼儿园,幼儿园,,101308,北京市顺义县四福庄
北京,北京市顺义区,顺义县义宾幼儿园,幼儿园,,101300,北京市顺义县义宾
北京,北京市顺义区,顺义县牛山镇中心幼儿园,幼儿园,,101301,北京市顺义县安乐
北京,北京市顺义区,北京市顺义县北小营乡中心幼儿园,幼儿园,,101305,北京市顺义县北小营
北京,北京市顺义区,木林中心幼儿园,幼儿园,,101300,北京市顺义县木林
北京,北京市顺义区,北京顺义县付食品公司幼儿园,幼儿园,,101300,北京市顺义县光明北
北京,北京市顺义区,顺义县华夏公贸集团公司幼儿园,幼儿园,,101300,北京市顺义县幸福街
北京,北京市顺义区,顺义县滨河幼儿园,幼儿园,,101300,北京市顺义县潮白新村
北京,北京市顺义区,顺义县供销合作社幼儿园,幼儿园,,101300,北京市顺义县幸福西街
北京,北京市顺义区,顺义县杨镇中心幼儿园,幼儿园,,101309,北京市顺义县二街
北京,北京市顺义区,顺义县第五幼儿园,幼儿园,,101300,北京市顺义县石园
北京,北京市顺义区,顺义县西辛幼儿园,幼儿园,,101300,北京市顺义县西辛小区
北京,北京市顺义区,顺义县建新幼儿园,幼儿园,,101300,北京市顺义县建北
北京,北京市顺义区,顺义县幼儿教育培训中心,幼儿园,,101300,北京市顺义县建南
北京,北京市顺义区,顺义县第三幼儿园,幼儿园,,101300,北京市顺义县建南
北京,北京市顺义区,顺义县天竺中心幼儿园,幼儿园,,101312,北京市顺义县天竺
北京,北京市通州区,通州区街道中心幼儿园,幼儿园,6954136 0806015,,北京市通州区如意园甲12号楼
北京,北京市通州区,汇佳儿童馆,幼儿园,8950554,,
北京,北京市通州区,通州区东方幼儿园,幼儿园,6954114,,通州区玉带河大街141号东方生活区院内
北京,北京市通州区,通州区如意中心幼儿园,幼儿园,010-69558733 69541360,,北京市通州区
北京,北京市通州区,通州区新苗幼儿园,幼儿园,010-89558599 6954989,,新建园:北京市通州区新建小区5号楼；潞苑园:通州区靶场路潞苑嘉园小区27号楼
北京,北京市通州区,通州区天使宝贝双语艺术幼儿园,幼儿园,010-80855171 010-80855170,,北京市通州区通胡大街25号河畔丽景小区内
北京,北京市西城区,西四北幼儿园,幼儿园,6618154,,
北京,北京市西城区,北京西城回民幼儿园,幼儿园,8208237,,新明胡同乙1号
北京,北京市西城区,西城区新京畿道幼儿园,幼儿园,6602204,,二龙路京畿道12号
北京,北京市西城区,月坛第一幼儿园,幼儿园,6852742,,三里河北街23号
北京,北京市西城区,北新华街幼儿园,幼儿园,6605478,100031,北京市北京市辖区西城区东安福胡同35号
北京,北京市西城区,府右街幼儿园,幼儿园,6602107,100032,府右街21号
北京,北京市西城区,大拐棒幼儿园,幼儿园,6617647,100034,大拐棒胡同15号
北京,北京市西城区,西四北三条幼儿园,幼儿园,6611370,100034,西四北三条19号
北京,北京市西城区,察院幼儿园,幼儿园,6602085,,察院胡同40号
北京,北京市西城区,横三条幼儿园,幼儿园,6616122,100034,宫门口横胡同8号
北京,北京市西城区,车公庄幼儿园,幼儿园,6835452,,车公庄北里一区14楼
北京,北京市西城区,月坛二幼,幼儿园,6801517,,真武庙三里4号楼中门1号
北京,北京市西城区,月坛四幼,幼儿园,6802690,,南礼士路46号
北京,北京市西城区,福绥境幼儿园,幼儿园,6616128,100034,福绥境胡同乙32号
北京,北京市西城区,中直实验幼儿园,幼儿园,6615545,,宏庙胡同5号
北京,北京市西城区,中办警卫局幼儿园,幼儿园,6309363,,北长街58号
北京,北京市西城区,机械机关幼儿园,幼儿园,6831129,,百万庄北街2号
北京,北京市西城区,国家经贸委商业机关服务中心幼儿园,幼儿园,6852253,,三里河二区11号
北京,北京市西城区,文化部幼儿园,幼儿园,6404149,,小石桥甲24号
北京,北京市西城区,铁道部机关幼儿园,幼儿园,6324338,100038,北京市海淀区复兴路10号
北京,北京市西城区,全国总工会机关幼儿园,幼儿园,6859239,,复兴门外大街10号
北京,北京市西城区,国家经贸委物资机关服务中心幼儿园,幼儿园,6839284,,月坛北街25号
北京,北京市西城区,水利部机关幼儿园,幼儿园,6803640,,南营房甲4号
北京,北京市西城区,国家广播电影电视总局第一幼儿园,幼儿园,6618715,,育德胡同15号
北京,北京市西城区,国家计划委员会机关幼儿园,幼儿园,6850197,,三里河一区40门
北京,北京市西城区,中国儿童中心实验幼儿园,幼儿园,8661207,,平安里西大街43号
北京,北京市西城区,解放军报社幼儿园,幼儿园,6672093,,阜外大街34号
北京,北京市西城区,北京卫戍区机关幼儿园,幼儿园,6672448,,定阜街3号
北京,北京市西城区,第二炮兵机关幼儿园,幼儿园,6634683,,大拐棒胡同55号
北京,北京市西城区,国防部外事办幼儿园,幼儿园,6674756,,德外黄寺大街25号
北京,北京市西城区,北京市鸿雁幼儿园,幼儿园,,,万明园小区5号楼
北京,北京市西城区,北京市农业局幼儿园,幼儿园,8207848,,北三环中路19号
北京,北京市西城区,北京市民政局幼儿园,幼儿园,6801191,,月坛西街甲2号
北京,北京市西城区,北京洁如保育院,幼儿园,6606588,,按院胡同7号
北京,北京市西城区,婴幼保育实验院,幼儿园,6606133,,西四北六条23号
北京,北京市西城区,商业三里河幼儿园,幼儿园,,100045,西城区三里河二区18号
北京,北京市西城区,北京大学第一医院幼儿园,幼儿园,6617408,,大红罗厂街6号
北京,北京市西城区,中和艺术幼儿园,幼儿园,6404069,,鸦儿胡同21号
北京,北京市西城区,华油北京服务总公司幼儿园,幼儿园,6209551,,六铺炕二区29号楼
北京,北京市西城区,中航设计院幼儿园,幼儿园,6203852,,新外大街甲8号
北京,北京市西城区,平安里幼儿园,幼儿园,,,育德胡同
北京,北京市西城区,中共北京市委党校幼儿园,幼儿园,,100044,
北京,北京市西城区,西城区厂桥街道后罗幼儿园,幼儿园,,100035,
北京,北京市西城区,北京市西城区房屋土地管理局幼儿园,幼儿园,,100034,
北京,北京市西城区,北京市西城区副食品公司辟才幼儿园,幼儿园,,100032,北京市西城区辟才胡同17号
北京,北京市西城区,北京市西城区福绥境街道翠花街幼儿园,幼儿园,,100034,北京市西城区翠花街胡同18号
北京,北京市西城区,北京铁路分局西直门生活站平安里幼儿园,幼儿园,,100035,北京市西城区育德胡同5号
北京,北京市西城区,北京铁路分局西直门生活站冰洁第一幼儿园,幼儿园,,100034,北京市西城区阜成门内冰洁胡同10号
北京,北京市西城区,北京铁路分局西直门生活站冰洁第二幼儿园,幼儿园,,100034,北京市西城区阜成门内冰洁胡同31号
北京,北京市西城区,北京市西城区福绥境街道横三条幼儿园,幼儿园,,100034,北京市西城区宫门口横胡同8号
北京,北京市西城区,北京市西城区厂桥街道兴华幼儿园,幼儿园,,100009,北京市西城区兴华29号
北京,北京市西城区,北京市西城区厂桥街道后罗幼儿园,幼儿园,,100035,北京市西城区前罗圈14号
北京,北京市西城区,西城区西长安街街翠花街幼儿园,幼儿园,,100031,北京市西城区南翠花街22号
北京,北京市西城区,北京市西城区厂桥街道大拐棒幼儿园,幼儿园,,100034,北京市西城区大拐棒幼儿园
北京,北京市西城区,北京市西城区丰盛街道办事处北太常幼儿园,幼儿园,,100032,北京市西城区北太常胡同12号
北京,北京市西城区,北京市西城区德外东后街幼儿园,幼儿园,,100011,北京市西城区东后街9号
北京,北京市西城区,北京市西城区福绥境街道福绥境幼儿园,幼儿园,,100034,北京市西城区福绥境胡同32号
北京,北京市西城区,北京市西城区察院幼儿园,幼儿园,,100031,北京市西城区察院胡同40号
北京,北京市西城区,北京市西城区西四北七条幼儿园,幼儿园,,100034,北京市西城区西四北三条11号
北京,北京市西城区,北京市西城区华新幼儿园,幼儿园,,100034,北京市西城区西四北三条11号
北京,北京市西城区,北京市西城区新街口街道羊房幼儿园,幼儿园,,100009,北京市西城区德内大街羊房胡同23号
北京,北京市西城区,北京市西城区福绥境街道西四北三条幼儿园,幼儿园,,100034,北京市西城区西四北三条19号
北京,北京市西城区,北京市西城区德外街道回民幼儿园,幼儿园,,100011,北京市西城区礼拜寺街25号
北京,北京市西城区,北京市西城区月坛街道办事处第二幼儿园,幼儿园,,100045,北京市西城区真武庙三里4号楼
北京,北京市西城区,北京市民政局机关幼儿园,幼儿园,,100045,北京市西城区甲2号
北京,北京市西城区,西城区月坛街道办事处第四幼儿园,幼儿园,,100045,北京市西城区南礼士路46号
北京,北京市西城区,北京市西城区展览路街道小园幼儿园,幼儿园,,100044,北京市西城区北礼西二条4号
北京,北京市西城区,中国船舶工业总公司幼儿园,幼儿园,,100045,北京市西城区三里河三区38号
北京,北京市西城区,国家海洋局机关幼儿园,幼儿园,,100037,北京市西城区复外大街1号
北京,北京市西城区,北京市西城区育红幼儿园,幼儿园,,100035,北京市西城区八道湾胡同10号
北京,北京市西城区,北京市西城区二龙路抄手幼儿园,幼儿园,,100031,北京市西城区抄手胡同56号
北京,北京市西城区,西城区西长安街街道北新华街幼儿园,幼儿园,,100031,北京市西城区东安福35号
北京,北京市西城区,西城区西长安街街道背阴幼儿园,幼儿园,,100031,北京市西城区背阴胡同17号
北京,北京市西城区,北京市西城区鲍家街幼儿园,幼儿园,,100031,北京市西城区前老莱街38号
北京,北京市西城区,北京市西城区后海幼儿园,幼儿园,,100009,北京市西城区后海北沿23号
北京,北京市西城区,中华全国总工会机关事务管理局幼儿园,幼儿园,,100865,北京市西城区复外大街10号
北京,北京市西城区,中国轻工总会幼儿园,幼儿园,,100045,北京市西城区南礼士路46号
北京,北京市西城区,北京市西城区新街口街道高井幼儿园,幼儿园,,100035,北京市西城区新街口高井胡同16号
北京,北京市西城区,广播电影电视部第二幼儿园,幼儿园,,100866,北京市西城区复外大街2号
北京,北京市西城区,北京市西城区月坛街道办事处第三幼儿园,幼儿园,,100045,北京市西城区三里河一区58排
北京,北京市西城区,西城区月坛办事处第一幼儿园,幼儿园,,100045,北京市西城区月坛北街23号
北京,北京市西城区,国内贸易部月坛幼儿园,幼儿园,,100834,北京市西城区月坛北街25号
北京,北京市西城区,北京市西城区展览路街道办事处曙光幼儿园,幼儿园,,100037,北京市西城区百万庄北里1号
北京,北京市西城区,卫生部幼儿园,幼儿园,,100009,北京市西城区鼓楼西大街鸦儿胡同21
北京,北京市西城区,北京市西城区展览路街道车公庄幼儿园,幼儿园,,100044,北京市西城区车公庄北里14楼
北京,北京市西城区,北京市西城区新街口街道果子市幼儿园,幼儿园,,100009,北京市西城区鼓楼西大街169号
北京,北京市西城区,宣武区幸福时光幼儿园,幼儿园,010-63536353 83515511,,北京市宣武区黑窑厂西里甲11号
北京,北京市西城区,宣武区和平门幼儿园,幼儿园,010-63181953,,北京市宣武区上斜街66号
北京,北京市西城区,北京市宣武区和平门幼儿园,幼儿园,6315399 6303568,,
北京,北京市西城区,北京市宣武区长椿街幼儿园,幼儿园,6310415 4630110,,槐柏树街园长:景琴
北京,北京市西城区,北京市第四幼儿园,幼儿园,6352035 6352199,,宣武区樱桃三条7号园长:金幼中
北京,北京市西城区,宣武区实验幼儿园,幼儿园,6303305,,南新华街21号园长:吴欣萍
北京,北京市西城区,宣武区虎坊路幼儿园,幼儿园,6603069,,宣武区虎坊路园长:李金凤
北京,北京市西城区,北京市宣武区牛街第二回民幼儿园,幼儿园,,100053,北京市宣武区东大胡同甲4
北京,北京市西城区,宣武区宣外大街幼儿园,幼儿园,,100052,北京市宣武区宣外大街102号
北京,北京市西城区,北京市宣武区大栅栏街道大安澜营幼儿园,幼儿园,,100051,北京市宣武区大安澜营胡同13号
北京,北京市西城区,北京起重设备厂幼儿园,幼儿园,,100053,北京市宣武区南线阁38号旁门
北京,北京市西城区,北京市宣武区大栅栏街道西柳树井幼儿园,幼儿园,,100050,北京市宣武区珠市口西大街111号
北京,北京市西城区,北京市宣武区红线幼儿园,幼儿园,,100052,北京市宣武区红线胡同56号
北京,北京市西城区,北京市第一商业局幼儿园,幼儿园,,100053,北京市宣武区10号
北京,北京市西城区,北京市宣武区育新街幼儿园,幼儿园,,100054,北京市宣武区育新街甲3号
北京,北京市西城区,北京市宣武区老墙根幼儿园,幼儿园,,100053,北京市宣武区老墙根街65号
北京,北京市西城区,北京市宣武区枣林西街幼儿园,幼儿园,,100053,北京市宣武区枣林前街56
北京,北京市西城区,北京市宣武区烂缦胡同幼儿园,幼儿园,,100052,北京市宣武区烂缦胡同101号
北京,北京市西城区,北京市宣武区牛街回民幼儿园,幼儿园,,100053,北京市宣武区寿刘胡同39
北京,北京市西城区,北京市宣武区广外白菜湾幼儿园,幼儿园,,100055,北京市宣武区白菜湾四巷十号
北京,北京市西城区,北京市宣武区广外迎春幼儿园,幼儿园,,100055,北京市宣武区红居七巷13号
北京,北京市西城区,北京市宣武区房地产管理局幼儿园,幼儿园,,100054,北京市宣武区红土店5号楼
北京,北京市西城区,北京市宣武区樱桃园幼儿园,幼儿园,,100054,北京市宣武区右内大街53号
北京,北京市西城区,北京市人民政府机关事务管理办公室幼儿园,幼儿园,,100053,北京市宣武区长椿街2号
北京,北京市西城区,北京市宣武区小小幼儿园,幼儿园,,100054,北京市宣武区红土店2号楼
北京,北京市西城区,北京市宣武区西便门幼儿园,幼儿园,,100053,北京市宣武区西便门东里15号楼
北京,北京市西城区,北京市宣武区三义里第二幼儿园,幼儿园,,100055,北京市宣武区广外三义西里7-2号
北京,北京市西城区,北京市宣武区人民政府机关幼儿园,幼儿园,,100052,北京市宣武区米市胡同94号
北京,北京市西城区,北京市宣武区回民幼儿园,幼儿园,,100053,北京市宣武区枣林前街14号
北京,北京市西城区,北京市宣武区槐柏幼儿园,幼儿园,,100053,北京市宣武区长椿街甲1号
北京,北京市西城区,北京市宣武区虎坊路幼儿园,幼儿园,,100050,北京市宣武区虎坊路14楼旁1号
北京,北京市西城区,北京市宣武区三义里第一幼儿园,幼儿园,,100055,北京市宣武区广安门外三义东里9号
北京,北京市西城区,北京市宣武区实验幼儿园,幼儿园,,100052,北京市宣武区南新华街二十一号
北京,北京市西城区,宣武区槐柏幼儿园,幼儿园,63039953,,北京市宣武区槐柏树街南里10号楼
北京,北京市西城区,北京市西城区婴幼儿保教实验院,幼儿园,,100034,北京市西城区西四北六条23号
北京,北京市西城区,西城区西长安街街道府右街幼儿园,幼儿园,,100032,北京市西城区府右街21号
北京,北京市西城区,中共中央直属机关事务管理局中办幼儿园,幼儿园,,100032,北京市西城区宏庙胡同9号
北京,北京市西城区,北京市西城区二龙路新京几道实验幼儿园,幼儿园,,100032,北京市西城区京几道12号
北京,北京市西城区,北京市西城区洁民幼儿园,幼儿园,,100029,北京市西城区裕中西里36号
北京,北京市西城区,商业部幼儿园,幼儿园,,100045,北京市西城区三里河二区11号
北京,北京市西城区,机械工业部机关幼儿园,幼儿园,,100037,北京市西城区百万庄2号
北京,北京市西城区,北京市西城区回民幼儿园,幼儿园,,100031,北京市西城区东线线胡同甲34号
北京,北京市西城区,广播电影电视部第一幼儿园,幼儿园,,100035,北京市西城区育德胡同15号
北京,北京市西城区,国家计委幼儿园,幼儿园,,100045,北京市西城区三里河1区40门
北京,北京市西城区,北京市北海幼儿园,幼儿园,,100009,北京市西城区地安门大街22号
北京,北京市西城区,西城区商业三里河幼儿园,幼儿园,68522532,100045,西城区三里河二区18号
北京,北京市西城区,机械部机关幼儿园,幼儿园,6835267,,西城区百万庄北街2号园长:黄淑华
北京,北京市西城区,石油天然气部三里河幼儿园,幼儿园,6852723 9685272,,西城区三里河二区11号园长:史爱群
北京,北京市西城区,北京市邮政管理局鸿雁幼儿园,幼儿园,6803201,,西城区阜外万明园小区5号楼园长:乔秋莲
北京,北京市西城区,西城区广电银河艺术幼儿园,幼儿园,66187157,,北京市西城区（平安里）育德胡同15号
北京,北京市西城区,西城区二龙路新京畿道实验幼儿园,幼儿园,6602204,,新京畿道小区12号楼园长:付曼丽
北京,北京市西城区,北京市西城区棉花胡同幼儿园,幼儿园,010-66181319,,西城区棉花胡同78号园长:迟蔷
北京,北京市西城区,西城区洁民幼儿园,幼儿园,6235761 0623834,,西城区裕中西里
北京,北京市西城区,西城区西四北幼儿园,幼儿园,6618244 7661815,,西城区西四北三和样11号园长:刘雨生
北京,北京市西城区,北京市西城区曙光幼儿园,幼儿园,6615050 6616143,,西直门小后仓36号园长:饶亦琳
北京,北京市西城区,中国人民解放军海军北京示范幼儿园,幼儿园,8695401,,西三环中路19号园长:苏琼珠
北京,北京市西城区,中国人民解放军海军直属机关第三幼儿园,幼儿园,0106695 0106393,,西三环中路19号海军大院内
北京,北京市西城区,学前教育(半月刊),幼儿园,8209947 6352742,,
北京,北京市西城区,北京宣武区实验幼儿园,幼儿园,6303706,,宣武区南新华街15号
北京,北京市西城区,北京宣武区虎坊桥路幼儿园,幼儿园,6303069,,虎坊路14号楼旁门1号
北京,北京市西城区,北京三教寺幼儿园,幼儿园,6352267,,白纸坊东街6号
北京,北京市西城区,北京市第四幼儿园（宣武区第四幼儿园）,幼儿园,6352199,,白纸坊樱桃三条7号
北京,北京市西城区,长椿街幼儿园,幼儿园,6301105,,槐柏树街7号
北京,北京市西城区,北京宣武区和平门幼儿园,幼儿园,6303568,,上斜街66号
北京,北京市西城区,北京宣武区槐柏幼儿园,幼儿园,6303995 3630211,,槐柏树街南里10号
北京,北京市西城区,北京小百合幼儿园（宣武区西便门幼儿园）,幼儿园,6302305,,长椿街1号
北京,北京市西城区,北京宣武区三义里第一幼儿园（三义里一幼）,幼儿园,6326130 2632880,,广外三义东里9号
北京,北京市西城区,宣武区三义里第二幼儿园,幼儿园,6326262,,广外三义里7－2号
北京,北京市西城区,宣武区烂缦幼儿园（宣武区烂缦胡同幼儿园）,幼儿园,6353505,,烂缦胡同101号
北京,北京市西城区,宣武区大安澜营幼儿园,幼儿园,6303597,,宣武区大安澜营胡同13号
北京,北京市西城区,工程总公司幼儿园,幼儿园,5182569,,宣武区广外车站东街甲5号
北京,北京市西城区,北京第二热电厂幼儿园,幼儿园,6326771,,宣武区天宁寺东里二热宿舍
北京,北京市西城区,北京邮局里仁街幼儿园,幼儿园,6352261,,宣武区宏建北里13号
北京,北京市西城区,北京樱桃园幼儿园,幼儿园,6352259,,宣武区右内大街53号
北京,北京市西城区,北京市府机关幼儿园,幼儿园,8316206,,宣武区长椿里2号
北京,北京市西城区,北京市电管局幼儿园,幼儿园,8358305,,宣武区枣林前街32号
北京,北京市西城区,北京预防医学院幼儿园,幼儿园,6301762,,宣武区南纬路29号
北京,北京市西城区,北京318厂幼儿园,幼儿园,8317149,,西便门大街79号院
北京,北京市西城区,北京钢铁设计研究总院幼儿园,幼儿园,6352668,,白广路4号
北京,北京市西城区,陶然亭新欣幼儿园,幼儿园,6353280,,米市胡同94号
北京,北京市西城区,宣武区东夹道幼儿园,幼儿园,6303808,,宣武区前孙公园东夹道4号
北京,北京市西城区,北汽摩厂幼儿园,幼儿园,8313283,,宣武区南纬路35号
北京,北京市西城区,北京印钞厂幼儿园,幼儿园,6354334,,白纸坊甲23号
北京,北京市西城区,牛街枣林西街幼儿园,幼儿园,6354093,,牛街枣林西街56号
北京,北京市西城区,三眼井幼儿园（该园已改成敬老院）,幼儿园,6303410,,大栅栏三眼井胡同43号
北京,北京市西城区,宣武区四川营幼儿园,幼儿园,6303172,,宣武区四川营胡同1号
北京,北京市西城区,北京西柳树井幼儿园,幼儿园,6303539,100050,珠市口大街111号
北京,北京市西城区,宣武区南菜园幼儿园,幼儿园,6354132,,南菜园五层公寓楼2号
北京,北京市西城区,永定门粮食仓库幼儿园,幼儿园,8727991,,永外草新南路2号院
北京,北京市西城区,北京市宣武区大栅栏街道三眼井幼儿园,幼儿园,,100051,北京市宣武区三井胡同43号
北京,北京市西城区,北京市宣武区四川营幼儿园,幼儿园,,100052,北京市宣武区四川营胡同1号
北京,北京市西城区,北京市宣武区永光西街幼儿园,幼儿园,,100052,北京市宣武区宣外大街八宝甸2号
